CODIGOVIA,TPD_AUTOS,TPD_BUSES,TPD_C2,TPD_C3__C4,TPD_C5,TPD_MAS_C5,CLASE_DE_R,START_X,START_Y,END_X,END_Y,COSTO_AUTOS,COSTO_BUSES,COSTO_C2,COSTO_C3__C4,COSTO_C5,COSTO_MAS_C5,TPD_Global,FID,CLASE_DE_R,COD_AFORO
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.001576,5.006336,-76.000591,5.008015,172.19,462.67,371.87,635.22,1034.94,1079.43,665000,5300,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.482976,4.999544,-74.475611,5.008101,1125.25,3023.52,2430.16,4151.13,6763.32,7054.09,665000,5301,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.469677,4.996286,-74.471128,5.008104,1294.03,3477.02,2794.67,4773.77,7777.77,8112.15,665000,5302,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.475611,5.008101,-74.471128,5.008104,383.19,1029.63,827.56,1413.62,2303.17,2402.19,665000,5303,Vía Municipal,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.000591,5.008015,-76.000588,5.008578,48.09,129.22,103.86,177.41,289.06,301.48,665000,5304,Vía Municipal,0
66383,50000,30000,30000,30000,30000,30000,Vía Municipal,-76.000591,5.008015,-76.000971,5.008584,59.25,159.21,127.97,218.59,356.14,371.45,665000,5305,Vía Municipal,0
56CN01,207,90,36,3,0,0,Troncal Departamental,-73.544363,5.008578,-73.547235,5.003352,734.62,1875.9,1499.85,2568.25,4241.55,4426.66,642,5306,Troncal Departamental,0
15322,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.470584,5.007497,-73.469365,5.008714,162.06,435.45,349.99,597.85,974.05,1015.93,665000,5307,Vía Municipal,0
25436,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.541502,5.008851,-73.544363,5.008578,278.09,810.54,630.23,1061.5,1757.3,1833.6,665000,5308,Vía Municipal,0
25436,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.541502,5.008851,-73.540525,5.00725,161.02,469.32,364.92,614.64,1017.52,1061.71,665000,5309,Vía Municipal,0
56CN20-3-1,20,1,15,0,0,0,Colectora Departamental,-74.182191,5.002689,-74.171601,5.007833,1318.65,3344.99,2627.12,4549.08,7914.44,8263.19,69,5310,Colectora Departamental,0
45ACNB,5832,1257,2096,701,124,718,Primer Orden,-74.003779,4.993928,-73.987761,5.009104,2585.01,6557.34,4635.045,8026.002,13963.536,14578.848,23534,5311,Primer Orden,65
55CN01,3354,1387,1530,678,214,609,Primer Orden,-73.976533,5.00198,-73.987761,5.009104,1208.99,3066.81,2408.64,4170.77,7256.25,7576,19626,5312,Primer Orden,64
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.477849,5.009122,-74.475611,5.008101,209.46,562.8,452.35,772.7,1258.94,1313.06,665000,5313,Vía Municipal,0
49746,162,21,57,12,3,2,Departamental,-73.379017,5.009903,-73.406235,4.992741,5654.29,15695.71,12000.72,20455.54,36555.89,38312.87,480,5314,Departamental,0
56BY07,19,0,3,2,0,0,Departamental,-73.379017,5.009903,-73.378866,5.006679,386.1,1153.95,857.11,1550.93,2897.93,3046.71,36,5315,Departamental,0
15322,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.461362,5.009812,-73.470584,5.007497,1023.72,2750.7,2210.88,3776.57,6153.06,6417.59,665000,5316,Vía Municipal,0
55CN01,3354,1387,1530,678,214,609,Primer Orden,-73.989755,5.010057,-73.987761,5.009104,200.18,507.79,398.81,690.58,1201.46,1254.41,19626,5317,Primer Orden,64
45A04,25459,4238,4077,1022,647,1222,Primer Orden,-74.005143,5.010149,-74.003779,4.993928,1482.61,3760.9,2658.393,4603.239,8008.659,8361.567,65956,5318,Primer Orden,13
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.005143,5.010149,-74.002611,5.010137,210.8,566.42,455.26,777.67,1267.03,1321.51,665000,5319,Vía Municipal,0
85162-2,200,50,100,50,50,25,Departamental,-72.886036,4.885032,-72.757429,5.010155,21873.45,60971.72,46444.76,79317.2,139168.27,145311.1,1250,5320,Departamental,0
501,5,2,1,0,0,0,Departamental,-75.994423,5.010374,-75.993866,5.009577,527.14,1446.35,1103.66,2028.92,3773.61,3968.13,15,5321,Departamental,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.471128,5.008104,-74.471028,5.010388,196.69,528.51,424.79,725.61,1182.22,1233.04,665000,5322,Vía Municipal,0
25436,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.541502,5.008851,-73.541066,5.01072,201.73,587.97,457.17,770.01,1274.75,1330.1,665000,5323,Vía Municipal,0
501,5,2,1,0,0,0,Departamental,-76.000588,5.008578,-75.994423,5.010374,722.53,1982.47,1512.75,2780.98,5172.37,5439,15,5324,Departamental,0
15322,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.478584,5.011,-73.482563,5.009432,376.68,1012.12,813.49,1389.59,2264.01,2361.35,665000,5325,Vía Municipal,0
15322,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.469365,5.008714,-73.478584,5.011,995.02,2673.61,2148.92,3670.72,5980.6,6237.72,665000,5326,Vía Municipal,0
56BY01,81,8,22,10,0,0,Departamental,-73.428586,5.011045,-73.430104,4.98828,5388,16103.22,11960.94,21643.13,40440.35,42516.55,215,5327,Departamental,0
5608,838,74,229,15,7,9,Primer Orden,-73.401348,5.008141,-73.428586,5.011045,2665.38,6761.21,5310.18,9195.04,15997.42,16702.36,1924,5328,Primer Orden,89
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.002611,5.010137,-73.992252,5.011166,894.68,2403.99,1932.21,3300.55,5377.49,5608.68,665000,5329,Vía Municipal,0
 ,3354,1387,1530,678,214,609,Primer Orden,-73.989755,5.010057,-73.992252,5.011166,247.47,627.75,493.03,853.72,1485.29,1550.74,19626,5330,Primer Orden,64
501,5,2,1,0,0,0,Departamental,-75.987041,5.011199,-75.987041,5.011199,0.15,0.41,0.32,0.58,1.08,1.14,15,5331,Departamental,0
29CL01-2,37,0,11,0,0,0,Departamental,-75.63143,5.011233,-75.629378,4.993658,2044.6,5675.6,4339.48,7396.76,13218.67,13854,70,5332,Departamental,0
"25402
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.341414,5.011245,-74.340755,4.999272,1362.3,3660.46,2942.11,5025.63,8188.11,8540.13,665000,5333,Vía Municipal,0
512,3,0,0,0,0,0,Departamental,-75.984487,5.002294,-75.984804,5.011346,1052.54,2921.74,2233.92,3807.77,6804.83,7131.89,3,5334,Departamental,0
501,5,2,1,0,0,0,Departamental,-75.993866,5.009577,-75.987041,5.011199,880.21,2415.1,1842.88,3387.87,6301.14,6625.96,15,5335,Departamental,0
501,5,2,1,0,0,0,Departamental,-75.987041,5.011199,-75.984804,5.011346,262.82,721.12,550.26,1011.58,1881.44,1978.43,15,5336,Departamental,0
50CN19-1,30,4,20,5,0,0,Colectora Departamental,-74.182191,5.002689,-74.203385,5.011523,2864.89,8562.36,6359.84,11508.03,21502.84,22606.79,124,5337,Colectora Departamental,0
25436,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.535868,5.011922,-73.541502,5.008851,587.46,1712.22,1331.33,2242.36,3712.19,3873.38,665000,5338,Vía Municipal,0
29CL01,135,7,22,2,1,1,Departamental,-75.619322,4.999194,-75.620018,5.012194,2081.99,6813.44,4899.73,8766.28,16464.17,17305.58,244,5339,Departamental,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.479442,5.012263,-74.477849,5.009122,334.38,898.48,722.16,1233.57,2009.81,2096.22,665000,5340,Vía Municipal,0
56BY07,19,0,3,2,0,0,Departamental,-73.378866,5.006679,-73.364865,4.992839,5386.01,16097.3,11956.55,21635.17,40425.47,42500.91,36,5341,Departamental,0
17524,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.633802,5.012353,-75.63143,5.011233,250.98,779.42,580.4,968.64,1628.45,1700.51,665000,5342,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.477849,5.009122,-74.471856,5.012546,626.51,1683.43,1353.06,2311.26,3765.67,3927.56,665000,5343,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.471028,5.010388,-74.471856,5.012546,193.42,519.73,417.73,713.56,1162.58,1212.56,665000,5344,Vía Municipal,0
"25402
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.347327,5.012731,-74.340755,4.999272,1320.12,3547.13,2851.01,4870.02,7934.58,8275.71,665000,5345,Vía Municipal,0
45ACNB,5832,1257,2096,701,124,718,Primer Orden,-73.987761,5.009104,-73.986533,5.013088,376.88,956.02,675.756,1170.135,2035.791,2125.503,23534,5346,Primer Orden,65
5608,838,74,229,15,7,9,Primer Orden,-73.428586,5.011045,-73.461362,5.009812,5000.83,12685.49,9963.04,17251.88,30014.61,31337.22,1924,5347,Primer Orden,89
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.482298,5.013225,-74.479442,5.012263,267.93,719.93,578.65,988.43,1610.41,1679.65,665000,5348,Vía Municipal,0
85410,50000,30000,30000,30000,30000,30000,Vía Municipal,-72.757429,5.010155,-72.742525,5.004216,1731.61,4652.79,3739.7,6388.04,10407.85,10855.3,665000,5349,Vía Municipal,0
512,3,0,0,0,0,0,Departamental,-75.984804,5.011346,-75.98408,5.014248,287.94,799.29,611.12,1041.68,1861.57,1951.04,3,5350,Departamental,0
56CN01,207,90,36,3,0,0,Troncal Departamental,-73.535868,5.011922,-73.534482,5.014273,243.67,622.23,497.49,851.88,1406.91,1468.31,642,5351,Troncal Departamental,0
56CN01-1,11,6,1,0,0,0,Colectora Departamental,-73.534482,5.014273,-73.524675,5.00166,2145.31,5980.01,4555.23,7779.3,13649.4,14251.88,35,5352,Colectora Departamental,0
55CN02-1,250,50,100,50,50,25,Colectora Departamental,-73.790202,5.015186,-73.743575,5.002742,5730.87,17127.98,12722.1,23020.43,43013.84,45222.17,1300,5353,Colectora Departamental,0
505,2,0,0,0,0,0,Departamental,-76.000971,5.008584,-76.001942,5.015478,890.29,2660.82,1976.37,3576.21,6682.17,7025.23,2,5354,Departamental,0
50CN19,150,50,25,10,0,0,Troncal Departamental,-74.130544,5.00359,-74.071065,5.015555,8691.6,22194.62,17745.35,30386.11,50183.64,52373.78,440,5355,Troncal Departamental,0
5608,838,74,229,15,7,9,Primer Orden,-73.389725,5.015794,-73.401348,5.008141,1301.31,3301.01,2592.57,4489.27,7810.38,8154.55,1924,5356,Primer Orden,89
50CN19,150,50,25,10,0,0,Troncal Departamental,-74.071065,5.015555,-74.070353,5.015979,76.24,194.68,155.65,266.53,440.19,459.4,440,5357,Troncal Departamental,0
50CN27,1200,100,100,40,15,0,Colectora Departamental,-74.070353,5.015979,-74.071207,4.974128,4483.9,12302.86,9387.9,17258.3,32098.89,33753.56,2085,5358,Colectora Departamental,0
15322,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.462643,5.01626,-73.469365,5.008714,908.6,2441.4,1962.28,3351.91,5461.17,5695.95,665000,5359,Vía Municipal,0
45A04,25459,4238,4077,1022,647,1222,Primer Orden,-74.00473,5.016299,-74.005143,5.010149,560.38,1421.51,1004.796,1739.898,3027.051,3160.44,65956,5360,Primer Orden,13
5608,838,74,229,15,7,9,Primer Orden,-73.387889,5.01645,-73.389725,5.015794,176.56,447.87,351.75,609.09,1059.68,1106.38,1924,5361,Primer Orden,89
512,3,0,0,0,0,0,Departamental,-75.98408,5.014248,-75.981351,5.016518,355.67,987.29,754.87,1286.7,2299.45,2409.96,3,5362,Departamental,0
50CL04,34,0,8,0,0,0,Departamental,-75.340817,5.014633,-75.351769,4.968517,7880.36,21622.03,16499.04,30331.11,56413.14,59321.19,58,5363,Departamental,0
29CL03,1359,261,1079,289,178,466,Primer Orden,-75.598358,4.997371,-75.593015,5.01676,1941.54,4925.08,3868.1,6697.95,11653.01,12166.51,9886,5364,Primer Orden,1130
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.00473,5.016299,-74.004707,5.016809,42.38,113.87,91.52,156.34,254.72,265.67,665000,5365,Vía Municipal,0
5608,802,121,297,19,13,12,Primer Orden,-73.386005,5.016937,-73.387889,5.01645,179.34,454.92,357.29,618.68,1076.36,1123.79,2318,5366,Primer Orden,88
56BY07,19,0,3,2,0,0,Departamental,-73.386005,5.016937,-73.379017,5.009903,1257.18,3757.35,2790.84,5049.97,9435.91,9920.35,36,5367,Departamental,0
56CN12,100,24,10,2,0,0,Colectora Departamental,-74.004707,5.016809,-74.028501,4.994788,3594.03,10018.27,7631.34,13032.62,22866.75,23876.08,222,5368,Colectora Departamental,0
512,3,0,0,0,0,0,Departamental,-75.981351,5.016518,-75.970871,5.009811,2559.72,7105.5,5432.77,9260.29,16548.98,17344.37,3,5369,Departamental,0
50CN07,100,24,10,2,0,0,Colectora Departamental,-74.5864,4.96423,-74.601025,5.017815,7812.64,19818.16,15564.95,26952.1,46890.92,48957.2,222,5370,Colectora Departamental,0
45ACND,5832,1257,2096,701,124,718,Primer Orden,-73.987761,5.009104,-73.97816,5.018892,1291.24,3275.46,2315.259,4009.077,6974.937,7282.287,23534,5371,Primer Orden,65
45ACN02,120,8,20,10,0,0,Colectora Departamental,-73.97816,5.018892,-73.976533,5.00198,2062.76,5749.89,4379.94,7479.95,13124.15,13703.45,248,5372,Colectora Departamental,0
50CN07-2,55,5,13,0,0,0,Colectora Departamental,-74.601025,5.017815,-74.577589,5.010956,2811.81,7837.85,5970.42,10196.14,17889.92,18679.58,112,5373,Colectora Departamental,0
49846,162,21,57,12,3,2,Departamental,-73.421297,5.018675,-73.401348,5.008141,4483.8,12498.48,9520.63,16259.08,28527.84,29787.05,480,5374,Departamental,0
305,26,0,2,0,0,0,Departamental,-75.743891,4.99696,-75.770148,5.019289,7204.39,21531.91,15993.2,28939.42,54073.52,56849.65,32,5375,Departamental,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.002611,5.010137,-74.000064,5.019389,835.27,2244.36,1803.91,3081.39,5020.42,5236.25,665000,5376,Vía Municipal,0
 ,3354,1387,1530,678,214,609,Primer Orden,-73.992252,5.011166,-74.000064,5.019389,1038.03,2633.14,2068.03,3580.99,6230.16,6504.69,19626,5377,Primer Orden,64
570,2,0,0,0,0,0,Departamental,-75.935982,5.019914,-75.945713,5.007575,3692.4,11035.55,8196.85,14832.06,27713.81,29136.63,2,5378,Departamental,0
565,29,0,2,0,0,0,Departamental,-75.910672,4.987633,-75.935982,5.019914,5892.48,17610.98,13080.86,23669.61,44226.83,46497.43,35,5379,Departamental,0
29CL01,135,7,22,2,1,1,Departamental,-75.625452,5.019945,-75.630526,5.017442,575.52,1883.41,1354.41,2423.23,4551.12,4783.71,244,5380,Departamental,0
29CL01-2,37,0,11,0,0,0,Departamental,-75.636199,5.020162,-75.633802,5.012353,782.78,2172.92,1661.38,2831.87,5060.8,5304.04,70,5381,Departamental,0
29CL01,135,7,22,2,1,1,Departamental,-75.630526,5.017442,-75.636199,5.020162,914.33,2992.21,2151.78,3849.83,7230.46,7599.98,244,5382,Departamental,0
 ,1463,3423,780,62,32,78,Primer Orden,-75.861715,4.935471,-75.859709,5.020859,7851.41,20049.15,16029.97,27448.79,45332.57,47311,16582,5383,Primer Orden,348
17524,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.620261,5.020886,-75.625452,5.019945,1004.85,3120.53,2323.71,3878.09,6519.74,6808.24,665000,5384,Vía Municipal,0
17524,50000,30000,30000,30000,30000,30000,Vía Municipal,-75.620018,5.012194,-75.620261,5.020886,863.56,2681.76,1996.98,3332.81,5603.03,5850.96,665000,5385,Vía Municipal,0
6101,545,72,88,8,0,0,Departamental,-73.456886,5.021145,-73.462643,5.01626,927.81,2344.41,1850.29,3194.02,5662.85,5934.79,1093,5386,Departamental,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.004707,5.016809,-74.001687,5.021569,468.75,1259.52,1012.34,1729.25,2817.42,2938.55,665000,5387,Vía Municipal,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.000064,5.019389,-74.001687,5.021569,227.14,610.31,490.54,837.93,1365.21,1423.91,665000,5388,Vía Municipal,0
5608,802,121,297,19,13,12,Primer Orden,-73.299347,4.900949,-73.321454,4.958312,8532.52,21644.27,16999.16,29435.55,51211.61,53468.28,2318,5389,Primer Orden,88
56BY05,26,3,10,0,0,0,Departamental,-73.275567,4.989274,-73.202622,5.014435,17699.89,49338.03,37582.88,64183.1,112614.3,117585.04,67,5390,Departamental,0
45ACNB,5832,1257,2096,701,124,718,Primer Orden,-73.986533,5.013088,-73.983197,5.023136,956.83,2427.18,1715.652,2970.801,5168.556,5396.31,23534,5391,Primer Orden,65
45ACN02,120,8,20,10,0,0,Colectora Departamental,-73.983197,5.023136,-73.97816,5.018892,637.15,1776.04,1352.88,2310.42,4053.81,4232.75,248,5392,Colectora Departamental,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.004707,5.016809,-74.004556,5.023149,597.59,1605.71,1290.59,2204.55,3591.81,3746.23,665000,5393,Vía Municipal,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.001687,5.021569,-74.004556,5.023149,276.49,742.92,597.13,1020,1661.85,1733.3,665000,5394,Vía Municipal,0
15778,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.451194,5.023249,-73.456886,5.021145,677.78,1821.18,1463.78,2500.39,4073.81,4248.95,665000,5395,Vía Municipal,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.004556,5.023149,-74.005229,5.023538,64.67,173.77,139.67,238.58,388.71,405.42,665000,5396,Vía Municipal,0
4305,3116,462,725,237,491,738,Primer Orden,-74.905752,4.962202,-74.89097,5.023672,5988.72,15191.46,11931.19,20659.93,35943.88,37527.77,14001,5397,Primer Orden,417
50A01,300,20,20,10,0,0,Departamental,-75.438736,5.023679,-75.351769,4.968517,19535.73,63931.77,45975.06,82255.7,154486.48,162381.56,470,5398,Departamental,0
15778,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.451194,5.023249,-73.448247,5.024027,277.87,746.63,600.1,1025.08,1670.13,1741.93,665000,5399,Vía Municipal,0
505,2,0,0,0,0,0,Departamental,-76.001942,5.015478,-76.016102,5.024762,3214.61,9607.59,7136.2,12912.84,24127.73,25366.44,2,5400,Departamental,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.005229,5.023538,-74.014163,5.023982,786.89,2114.36,1699.42,2902.9,4729.61,4932.95,665000,5401,Vía Municipal,0
50CN09,318,24,54,96,0,0,Colectora Departamental,-74.547418,4.885351,-74.547915,5.024825,17844.82,48962.35,37361.52,68683.77,127745.68,134330.86,948,5402,Colectora Departamental,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.001687,5.021569,-73.997631,5.024987,493.87,1327.02,1066.6,1821.93,2968.41,3096.03,665000,5403,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.479442,5.012263,-74.4696,5.024998,1647.33,4426.33,3557.68,6077.12,9901.28,10326.95,665000,5404,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.471856,5.012546,-74.4696,5.024998,1354.43,3639.32,2925.11,4996.59,8140.8,8490.79,665000,5405,Vía Municipal,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.997631,5.024987,-73.994894,5.025206,229.56,616.83,495.78,846.87,1379.79,1439.11,665000,5406,Vía Municipal,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.000064,5.019389,-73.994894,5.025206,657.68,1767.16,1420.36,2426.22,3952.97,4122.92,665000,5407,Vía Municipal,0
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.4696,5.024998,-74.469361,5.025413,39.8,106.95,85.96,146.83,239.23,249.52,665000,5408,Vía Municipal,0
45ACND,5832,1257,2096,701,124,718,Primer Orden,-73.97816,5.018892,-73.975633,5.02552,646.5,1639.97,1159.209,2007.279,3492.234,3646.116,23534,5409,Primer Orden,65
"25875
",50000,30000,30000,30000,30000,30000,Vía Municipal,-74.4696,5.024998,-74.469658,5.025584,55.21,148.36,119.24,203.69,331.86,346.13,665000,5410,Vía Municipal,0
45A04,5832,1257,2096,701,124,718,Primer Orden,-73.98303,5.025417,-73.98244,5.025638,57.37,145.53,102.87,178.128,309.906,323.559,23534,5411,Primer Orden,65
45ACNB,5832,1257,2096,701,124,718,Primer Orden,-73.983197,5.023136,-73.98244,5.025638,236.92,601,424.818,735.615,1279.809,1336.203,23534,5412,Primer Orden,65
45ACN01,120,20,100,10,0,0,Troncal Departamental,-73.975633,5.02552,-73.974017,5.025726,147.32,376.19,300.77,515.03,850.59,887.71,530,5413,Troncal Departamental,0
55CN09,20,6,5,0,0,0,Colectora Departamental,-73.925823,4.995097,-73.974017,5.025726,5892.58,14947.59,11739.66,20328.27,35366.86,36925.32,56,5414,Colectora Departamental,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-74.004556,5.023149,-74.002727,5.026061,289.45,777.74,625.11,1067.79,1739.72,1814.51,665000,5415,Vía Municipal,0
25899,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.997631,5.024987,-74.002727,5.026061,436.53,1172.94,942.76,1610.39,2623.76,2736.56,665000,5416,Vía Municipal,0
45A04,5832,1257,2096,701,124,718,Primer Orden,-73.994894,5.025206,-73.98303,5.025417,1127.24,2859.44,2021.193,3499.875,6089.04,6357.357,23534,5417,Primer Orden,65
15778,50000,30000,30000,30000,30000,30000,Vía Municipal,-73.455315,5.026178,-73.451194,5.023249,701.54,1885.02,1515.09,2588.03,4216.6,4397.88,665000,5418,Vía Municipal,0
17010,45,0,17,0,0,0,Departamental,-75.572533,4.99847,-75.574482,5.026348,3867.5,11558.87,8585.55,15535.42,29028.04,30518.34,96,5419,Departamental,0
49844,162,21,57,12,3,2,Departamental,-73.433379,5.026367,-73.421297,5.018675,2257.48,6266.54,4791.31,8166.9,14594.99,15296.47,480,5420,Departamental,0
45ACN01,120,20,100,10,0,0,Troncal Departamental,-73.98244,5.025638,-73.975633,5.02552,626.98,1601.03,1280.08,2191.93,3620.04,3778.03,530,5421,Troncal Departamental,0
49845,162,21,57,12,3,2,Departamental,-73.455315,5.026178,-73.455575,5.026639,51.58,143.17,109.47,186.59,333.46,349.48,480,5422,Departamental,0
5008,200,50,100,100,50,25,Colectora Departamental,-74.469658,5.025584,-74.468602,5.02667,137.06,347.67,273.05,472.82,822.6,858.85,1450,5423,Colectora Departamental,0
